RespondentID,"In your own words, what would you call the part of the country you live in now?",Personally identification as a Midwesterner?,Illinois in MW?,Indiana in MW?,Iowa in MW?,Kansas in MW?,Michigan in MW?,Minnesota in MW?,Missouri in MW?,Nebraska in MW?,North Dakota in MW?,Ohio in MW?,South Dakota in MW?,Wisconsin in MW?,Arkansas in MW?,Colorado in MW?,Kentucky in MW?,Oklahoma in MW?,Pennsylvania in MW?,West Virginia in MW?,Montana in MW?,Wyoming in MW?,ZIP Code,Gender,Age,Household Income,Education,Location (Census Region)
3123031404,midwest,A lot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55447,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3123775247,Midwest,Some,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55301,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3122812358,Upper mid-west,Some,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55113,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3122544515,Midwest,Some,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,65802,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3122114392,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,55033,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3121700291,Frigid and liberal,Some,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,55116,Female,30-44,"$25,000 - $49,999",Some college,West North Central
3123210347,Great,Not at all,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,67401,Male,30-44,"$25,000 - $49,999",Some college,West North Central
3126412099,Upper Plains,Not much,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,57384,Male,30-44,"$25,000 - $49,999",Some college,West North Central
3126280370,midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,68106,Male,30-44,"$25,000 - $49,999",Some college,West North Central
3125980148,Midwest,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,55427,Male,30-44,"$25,000 - $49,999",Some college,West North Central
3123078520,Midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,65202,Male,30-44,"$25,000 - $49,999",Some college,West North Central
3122946818,Upper Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,55420,Female,18-29,"$25,000 - $49,999",Some college,West North Central
3121419037,Midwest,Not much,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,56265,Female,18-29,"$25,000 - $49,999",Some college,West North Central
3122857169,The middle of the middle,A lot,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,67210,Female,18-29,"$25,000 - $49,999",Some college,West North Central
3120750249,mid-west,Some,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55124,Female,18-29,"$25,000 - $49,999",Some college,West North Central
3121881749,Promise Land,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,67022,Male,18-29,"$25,000 - $49,999",Some college,West North Central
3123670092,midwest,A lot,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,55101,Male,18-29,"$25,000 - $49,999",Some college,West North Central
3123650004,midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,68505,Male,18-29,"$25,000 - $49,999",Some college,West North Central
3122458396,Horrible winters here in MN and wonder every year why I am doing this?   The season changes are marvelous and we all appreciate them so much.,A lot,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,55122,Female,> 60,"$0 - $24,999",Some college,West North Central
3122450174,Very rural red neck backwoods america.,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,66935,Female,> 60,"$0 - $24,999",Some college,West North Central
3122884027,Semi progressive. Safe. Artistic. Intelligent.,A lot,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55407,Male,> 60,"$0 - $24,999",Some college,West North Central
3121840073,North Midwestern-scenic beauty,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,55904,Male,> 60,"$0 - $24,999",Some college,West North Central
3121960520,North central America,Not at all,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,55051,Female,45-60,"$0 - $24,999",Some college,West North Central
3120892177,Great Plains,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,66512,Female,45-60,"$0 - $24,999",Some college,West North Central
3123250279,Midwest,A lot,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,68048,Female,45-60,"$0 - $24,999",Some college,West North Central
3121867666,Fantastic!,A lot,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,50317,Female,45-60,"$0 - $24,999",Some college,West North Central
3123924251,Midwest,A lot,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,65807,Female,30-44,"$0 - $24,999",Some college,West North Central
3122653274,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,63084,Female,30-44,"$0 - $24,999",Some college,West North Central
3120775151,Flyover country,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,55105,Female,30-44,"$0 - $24,999",Some college,West North Central
3124661028,the midwest,Some,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,63049,Female,30-44,"$0 - $24,999",Some college,West North Central
3126656981,Midwest,Some,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,57701,Male,30-44,"$0 - $24,999",Some college,West North Central
3120837766,midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,66801,Female,18-29,"$0 - $24,999",Some college,West North Central
3125184703,The Midwest/Great Plains,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,66045,Male,18-29,"$0 - $24,999",Some college,West North Central
3124582171,Liberal midwest,Not much,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,55455,Male,18-29,"$0 - $24,999",Some college,West North Central
3122775967,Mid-west,Some,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,68506,Female,> 60,,Some college,West North Central
3121611906,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55447,Male,45-60,,Some college,West North Central
3123875381,southwest,A lot,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,65608,Female,> 60,"$150,000+",High school degree,West North Central
3123193669,Midwest,Not much,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,68725,Female,45-60,"$150,000+",High school degree,West North Central
3124022695,Midwest,A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,64624,Female,45-60,"$150,000+",High school degree,West North Central
3122640043,midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,51401,Female,30-44,"$150,000+",High school degree,West North Central
3124123515,Midwest,Some,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,63385,Female,30-44,"$150,000+",High school degree,West North Central
3124913137,usa,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,68801,Male,18-29,"$150,000+",High school degree,West North Central
3125690751,The Midwest,A lot,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,112345,Male,18-29,"$150,000+",High school degree,West North Central
3125046928,Midwest,A lot,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,66002,Male,18-29,"$150,000+",High school degree,West North Central
3122544989,Midwest,A lot,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,56320,Male,18-29,"$150,000+",High school degree,West North Central
3124068206,Midwest,A lot,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,68507,Male,45-60,"$100,000 - $149,999",High school degree,West North Central
3126737786,The Upper Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60202,Male,18-29,"$100,000 - $149,999",High school degree,West North Central
3126575950,Southwest Missouri,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,65759,Male,18-29,"$100,000 - $149,999",High school degree,West North Central
3124136140,middle America,A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,63017,Female,> 60,"$50,000 - $99,999",High school degree,West North Central
3123668248,Midwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,68128,Female,> 60,"$50,000 - $99,999",High school degree,West North Central
3122278979,mid states,Some,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,68106,Female,> 60,"$50,000 - $99,999",High school degree,West North Central
3123849003,Central,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,55103,Male,> 60,"$50,000 - $99,999",High school degree,West North Central
3122880903,Frozen North,A lot,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55046,Male,45-60,"$50,000 - $99,999",High school degree,West North Central
3122661970,Mid Missouri,Some,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,65486,Male,45-60,"$50,000 - $99,999",High school degree,West North Central
3122397563,Heart of America,Some,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,64163,Female,30-44,"$50,000 - $99,999",High school degree,West North Central
3123320103,Midwest,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,50317,Female,18-29,"$50,000 - $99,999",High school degree,West North Central
3123681316,cold,Some,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,52601,Female,45-60,"$25,000 - $49,999",High school degree,West North Central
3123632306,midwest,Some,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,50501,Female,45-60,"$25,000 - $49,999",High school degree,West North Central
3123838183,midwest,Not much,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,67701,Male,45-60,"$25,000 - $49,999",High school degree,West North Central
3122659931,midwest,Some,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,52405,Female,30-44,"$25,000 - $49,999",High school degree,West North Central
3121828036,midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,63401,Female,30-44,"$25,000 - $49,999",High school degree,West North Central
3124991535,mid west,Some,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,55421,Male,30-44,"$25,000 - $49,999",High school degree,West North Central
3123270451,Central midwest,Some,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,56385,Female,18-29,"$25,000 - $49,999",High school degree,West North Central
3123252301,Midwest,Some,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55075,Female,18-29,"$25,000 - $49,999",High school degree,West North Central
3122856120,western,Not much,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,65542,Female,> 60,"$0 - $24,999",High school degree,West North Central
3122451559,CENTRAL,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,55103,Male,> 60,"$0 - $24,999",High school degree,West North Central
3120668331,Midwest,Not much,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55103,Male,30-44,"$0 - $24,999",High school degree,West North Central
3120683903,the armpit of america,Not much,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,64111,Female,18-29,"$0 - $24,999",High school degree,West North Central
3123321327,The Rural Mid-West,Not much,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,55411,Male,18-29,"$0 - $24,999",High school degree,West North Central
3125410670,"Okay, not to exciting.",A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,64063,Male,45-60,,High school degree,West North Central
3122268989,Midwest,Some,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,55104,Female,18-29,"$150,000+",Less than high school degree,West North Central
3122328413,The midwest,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,55434,Female,18-29,"$50,000 - $99,999",Less than high school degree,West North Central
3122048525,Expensive and Entertainment Country.,Some,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,63105,Female,18-29,"$0 - $24,999",Less than high school degree,West North Central
3122647142,Boring,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,52748,Female,18-29,,Less than high school degree,West North Central
3124473399,Mid East,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,52302,Female,45-60,,,West North Central
3123572650,Northern central,Some,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,55301,Male,45-60,,,West North Central
3124431567,Mid west,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,63132,Male,30-44,,,West North Central
3121997149,I live in small town Iowa. Rumors travel faster than the people.  Everyone wants to leave but they're sucked in and can't.,Not much,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,51051,Female,18-29,,,West North Central
3122916724,midwest,Not much,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61615,Female,> 60,"$150,000+",Graduate degree,East North Central
3123929797,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,45701,Female,> 60,"$150,000+",Graduate degree,East North Central
3123167071,Warm & sunny most of the winter. Great birding areas particularly in winter - Florida. IN summer Michigan is sunny and lovely.,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,Female,> 60,"$150,000+",Graduate degree,East North Central
3122831805,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60540,Female,> 60,"$150,000+",Graduate degree,East North Central
3122568455,Midwesterner,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,54481,Female,> 60,"$150,000+",Graduate degree,East North Central
3121568810,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,46260,Female,> 60,"$150,000+",Graduate degree,East North Central
3121643982,midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60603,Female,> 60,"$150,000+",Graduate degree,East North Central
3125020402,severely broken,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,48844,Male,> 60,"$150,000+",Graduate degree,East North Central
3122064232,Chicagoland,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60201,Male,> 60,"$150,000+",Graduate degree,East North Central
3124817190,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60202,Male,> 60,"$150,000+",Graduate degree,East North Central
3124038249,midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,54911,Male,> 60,"$150,000+",Graduate degree,East North Central
3122523906,upper midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,49093,Male,> 60,"$150,000+",Graduate degree,East North Central
3121923813,The Midwest,A lot,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,46235,Male,> 60,"$150,000+",Graduate degree,East North Central
3121849835,midwwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,53129,Male,> 60,"$150,000+",Graduate degree,East North Central
3121714912,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,53717,Male,> 60,"$150,000+",Graduate degree,East North Central
3121580325,Midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48640,Male,> 60,"$150,000+",Graduate degree,East North Central
3121574559,MIDWEST,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,46259,Male,> 60,"$150,000+",Graduate degree,East North Central
3125558390,midwest,Some,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48302,Male,> 60,"$150,000+",Graduate degree,East North Central
3121978077,North central,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,49048,Male,> 60,"$150,000+",Graduate degree,East North Central
3123760362,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,62226,Female,45-60,"$150,000+",Graduate degree,East North Central
3123094609,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60601,Female,45-60,"$150,000+",Graduate degree,East North Central
3122799529,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,46226,Female,45-60,"$150,000+",Graduate degree,East North Central
3122092669,Mid-west,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60135,Female,45-60,"$150,000+",Graduate degree,East North Central
3121563690,midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,60625,Female,45-60,"$150,000+",Graduate degree,East North Central
3120696074,midwest,A lot,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48140,Female,45-60,"$150,000+",Graduate degree,East North Central
3123780742,rural,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60901,Female,45-60,"$150,000+",Graduate degree,East North Central
3123110406,Mid-West,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60304,Female,45-60,"$150,000+",Graduate degree,East North Central
3123019907,Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,43081,Female,45-60,"$150,000+",Graduate degree,East North Central
3122167117,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,61822,Female,45-60,"$150,000+",Graduate degree,East North Central
3121820961,Mid West,Some,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,49046,Female,45-60,"$150,000+",Graduate degree,East North Central
3124600727,Midwest,Not much,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,46703,Male,45-60,"$150,000+",Graduate degree,East North Central
3123078716,Midwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,46220,Male,45-60,"$150,000+",Graduate degree,East North Central
3125482745,North east mid west,A lot,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,48706,Male,45-60,"$150,000+",Graduate degree,East North Central
3122950655,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,45255,Male,45-60,"$150,000+",Graduate degree,East North Central
3122795412,Upper Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,49085,Male,45-60,"$150,000+",Graduate degree,East North Central
3122740585,Chicagoland,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60126,Male,45-60,"$150,000+",Graduate degree,East North Central
3122576492,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,61102,Male,45-60,"$150,000+",Graduate degree,East North Central
3122538575,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60048,Male,45-60,"$150,000+",Graduate degree,East North Central
3122507734,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,44236,Male,45-60,"$150,000+",Graduate degree,East North Central
3122337318,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60527,Male,45-60,"$150,000+",Graduate degree,East North Central
3125176085,The Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,46032,Male,45-60,"$150,000+",Graduate degree,East North Central
3122416805,midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60053,Male,45-60,"$150,000+",Graduate degree,East North Central
3121931410,midwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,60657,Female,30-44,"$150,000+",Graduate degree,East North Central
3124130852,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60625,Female,30-44,"$150,000+",Graduate degree,East North Central
3122850458,The armpit of the nation.,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,46783,Female,30-44,"$150,000+",Graduate degree,East North Central
3122337942,Midwest,A lot,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,49048,Female,30-44,"$150,000+",Graduate degree,East North Central
3123182209,Midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,48917,Female,30-44,"$150,000+",Graduate degree,East North Central
3122851787,hoosier country,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,47712,Male,30-44,"$150,000+",Graduate degree,East North Central
3122745430,north east,Not much,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,44122,Male,30-44,"$150,000+",Graduate degree,East North Central
3122726604,Midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,44120,Male,30-44,"$150,000+",Graduate degree,East North Central
3122457872,Midwest,Not much,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,60605,Male,30-44,"$150,000+",Graduate degree,East North Central
3126060137,Upper Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,60010,Male,30-44,"$150,000+",Graduate degree,East North Central
3124135115,Midwest.,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,44105,Male,30-44,"$150,000+",Graduate degree,East North Central
3122973112,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,60625,Male,30-44,"$150,000+",Graduate degree,East North Central
3126764770,Midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,44054,Male,30-44,"$150,000+",Graduate degree,East North Central
3125932081,Northeastern,Not at all,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,43015,Male,30-44,"$150,000+",Graduate degree,East North Central
3124222956,midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,60626,Male,30-44,"$150,000+",Graduate degree,East North Central
3122266747,Eastern midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,45240,Male,30-44,"$150,000+",Graduate degree,East North Central
3121865092,midwest,Some,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,46902,Male,30-44,"$150,000+",Graduate degree,East North Central
3122421524,Midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,45231,Female,18-29,"$150,000+",Graduate degree,East North Central
